2026-01-18 14:10:47,750 | INFO     | Ejecutando comando: generate
2026-01-18 14:11:15,383 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=428,587 | LGD=0.41 | PD_prob=0.39 | RW_disc=1.50 | DPD=130 | Book=262,856.52 (provided) | Price_neto=65,183.15 | Price/EAD=0.152 | Price/Book=0.248 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,389 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=466,567 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=190 | Book=247,433.98 (provided) | Price_neto=56,720.75 | Price/EAD=0.122 | Price/Book=0.229 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,395 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=2,961,909 | LGD=0.39 | PD_prob=0.45 | RW_disc=1.50 | DPD=307 | Book=1,088,396.54 (provided) | Price_neto=375,390.97 | Price/EAD=0.127 | Price/Book=0.345 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,407 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=217,442 | LGD=0.64 | PD_prob=0.50 | RW_disc=1.50 | DPD=213 | Book=97,426.17 (provided) | Price_neto=16,863.63 | Price/EAD=0.078 | Price/Book=0.173 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,411 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=4,152,752 | LGD=0.64 | PD_prob=0.45 | RW_disc=1.50 | DPD=167 | Book=1,564,672.55 (provided) | Price_neto=282,159.96 | Price/EAD=0.068 | Price/Book=0.180 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,415 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=9,112,673 | LGD=0.40 | PD_prob=0.46 | RW_disc=1.50 | DPD=261 | Book=4,571,500.27 (provided) | Price_neto=1,271,355.84 | Price/EAD=0.140 | Price/Book=0.278 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,419 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=10,521,076 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=143 | Book=5,344,091.87 (provided) | Price_neto=1,413,810.67 | Price/EAD=0.134 | Price/Book=0.265 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,423 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=2,610,563 | LGD=0.40 | PD_prob=0.46 | RW_disc=1.50 | DPD=217 | Book=1,422,809.26 (provided) | Price_neto=390,266.00 | Price/EAD=0.149 | Price/Book=0.274 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,431 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=37,132,940 | LGD=0.53 | PD_prob=0.43 | RW_disc=1.50 | DPD=132 | Book=14,181,154.75 (provided) | Price_neto=3,678,232.27 | Price/EAD=0.099 | Price/Book=0.259 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,434 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=6,121,067 | LGD=0.40 | PD_prob=0.46 | RW_disc=1.50 | DPD=220 | Book=2,012,373.03 (provided) | Price_neto=764,546.92 | Price/EAD=0.125 | Price/Book=0.380 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,457 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=5,971,854 | LGD=0.53 | PD_prob=0.56 | RW_disc=1.50 | DPD=609 | Book=1,771,760.01 (provided) | Price_neto=509,238.49 | Price/EAD=0.085 | Price/Book=0.287 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,474 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=18,687,059 | LGD=0.39 | PD_prob=0.47 | RW_disc=1.50 | DPD=360 | Book=7,403,851.99 (provided) | Price_neto=2,285,514.37 | Price/EAD=0.122 | Price/Book=0.309 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,478 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=13,438,335 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=116 | Book=5,727,140.97 (provided) | Price_neto=1,781,284.91 | Price/EAD=0.133 | Price/Book=0.311 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,489 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=1,024,417 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=97 | Book=515,547.45 (provided) | Price_neto=134,227.78 | Price/EAD=0.131 | Price/Book=0.260 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,499 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=14,256,199 | LGD=0.44 | PD_prob=0.43 | RW_disc=1.50 | DPD=96 | Book=7,543,814.23 (provided) | Price_neto=2,057,873.02 | Price/EAD=0.144 | Price/Book=0.273 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,503 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=512,600 | LGD=0.40 | PD_prob=0.44 | RW_disc=1.00 | DPD=338 | Book=291,448.16 (provided) | Price_neto=107,227.42 | Price/EAD=0.209 | Price/Book=0.368 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,507 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=591,870 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=120 | Book=352,331.93 (provided) | Price_neto=88,922.95 | Price/EAD=0.150 | Price/Book=0.252 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,510 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=8,462,737 | LGD=0.41 | PD_prob=0.43 | RW_disc=1.50 | DPD=157 | Book=3,135,530.73 (provided) | Price_neto=1,034,460.59 | Price/EAD=0.122 | Price/Book=0.330 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,527 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=306,419 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.50 | DPD=168 | Book=151,261.57 (provided) | Price_neto=39,102.87 | Price/EAD=0.128 | Price/Book=0.259 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,539 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=28,985,263 | LGD=0.39 | PD_prob=0.41 | RW_disc=1.50 | DPD=180 | Book=14,717,568.45 (provided) | Price_neto=3,789,361.93 | Price/EAD=0.131 | Price/Book=0.257 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,547 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=98,740 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.00 | DPD=172 | Book=61,200.94 (provided) | Price_neto=22,361.14 | Price/EAD=0.226 | Price/Book=0.365 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,560 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=2,941,906 | LGD=0.50 | PD_prob=0.43 | RW_disc=1.50 | DPD=126 | Book=1,409,566.60 (provided) | Price_neto=313,163.28 | Price/EAD=0.106 | Price/Book=0.222 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,567 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=398,363 | LGD=0.42 | PD_prob=0.43 | RW_disc=1.50 | DPD=328 | Book=197,147.73 (provided) | Price_neto=55,453.76 | Price/EAD=0.139 | Price/Book=0.281 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,572 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=31,730,361 | LGD=0.67 | PD_prob=0.55 | RW_disc=1.50 | DPD=399 | Book=9,962,353.55 (provided) | Price_neto=2,275,082.46 | Price/EAD=0.072 | Price/Book=0.228 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,586 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=8,757,338 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.50 | DPD=171 | Book=5,197,653.74 (provided) | Price_neto=1,411,213.96 | Price/EAD=0.161 | Price/Book=0.272 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,598 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=3,307,799 | LGD=0.61 | PD_prob=0.45 | RW_disc=1.50 | DPD=141 | Book=1,570,278.29 (provided) | Price_neto=305,471.22 | Price/EAD=0.092 | Price/Book=0.195 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,602 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=238,186 | LGD=0.48 | PD_prob=0.43 | RW_disc=1.00 | DPD=95 | Book=141,960.62 (provided) | Price_neto=44,391.09 | Price/EAD=0.186 | Price/Book=0.313 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,605 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=3,457,203 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=90 | Book=2,080,921.12 (provided) | Price_neto=529,611.57 | Price/EAD=0.153 | Price/Book=0.255 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,611 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=3,419,588 | LGD=0.40 | PD_prob=0.43 | RW_disc=1.50 | DPD=160 | Book=1,608,787.39 (provided) | Price_neto=424,262.97 | Price/EAD=0.124 | Price/Book=0.264 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,621 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=1,142,000 | LGD=0.56 | PD_prob=0.48 | RW_disc=1.50 | DPD=205 | Book=436,275.97 (provided) | Price_neto=121,047.11 | Price/EAD=0.106 | Price/Book=0.277 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,625 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=998,159 | LGD=0.50 | PD_prob=0.45 | RW_disc=1.50 | DPD=99 | Book=449,970.60 (provided) | Price_neto=101,255.07 | Price/EAD=0.101 | Price/Book=0.225 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,639 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=427,693 | LGD=0.40 | PD_prob=0.45 | RW_disc=1.50 | DPD=248 | Book=221,308.81 (provided) | Price_neto=61,286.68 | Price/EAD=0.143 | Price/Book=0.277 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,643 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=7,858,853 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=102 | Book=4,254,994.02 (provided) | Price_neto=1,256,540.80 | Price/EAD=0.160 | Price/Book=0.295 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,647 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=24,441,052 | LGD=0.40 | PD_prob=0.42 | RW_disc=1.50 | DPD=308 | Book=14,359,479.69 (provided) | Price_neto=3,736,933.37 | Price/EAD=0.153 | Price/Book=0.260 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,663 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=150,072 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=147 | Book=77,684.04 (provided) | Price_neto=18,601.63 | Price/EAD=0.124 | Price/Book=0.239 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,675 | INFO     | 🪙 Simulación precio NPL → seg=OTHER | EAD=10,686,673 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=173 | Book=6,113,928.59 (provided) | Price_neto=1,526,244.97 | Price/EAD=0.143 | Price/Book=0.250 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,689 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=10,657,077 | LGD=0.41 | PD_prob=0.42 | RW_disc=1.50 | DPD=265 | Book=5,309,766.61 (provided) | Price_neto=1,301,206.24 | Price/EAD=0.122 | Price/Book=0.245 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,692 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=869,797 | LGD=0.40 | PD_prob=0.51 | RW_disc=1.50 | DPD=555 | Book=330,497.73 (provided) | Price_neto=114,416.02 | Price/EAD=0.132 | Price/Book=0.346 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,695 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=20,691,942 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=92 | Book=9,696,057.46 (provided) | Price_neto=2,786,096.73 | Price/EAD=0.135 | Price/Book=0.287 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,699 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=1,547,848 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=145 | Book=870,909.71 (provided) | Price_neto=230,832.15 | Price/EAD=0.149 | Price/Book=0.265 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,724 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=1,280,814 | LGD=0.49 | PD_prob=0.43 | RW_disc=1.50 | DPD=114 | Book=614,703.58 (provided) | Price_neto=138,369.94 | Price/EAD=0.108 | Price/Book=0.225 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,739 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=1,103,464 | LGD=0.46 | PD_prob=0.44 | RW_disc=1.50 | DPD=179 | Book=492,173.64 (provided) | Price_neto=116,407.46 | Price/EAD=0.105 | Price/Book=0.237 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,746 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=433,301 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=156 | Book=198,176.27 (provided) | Price_neto=53,497.67 | Price/EAD=0.123 | Price/Book=0.270 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,749 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=211,326 | LGD=0.40 | PD_prob=0.46 | RW_disc=1.50 | DPD=228 | Book=104,066.30 (provided) | Price_neto=29,916.84 | Price/EAD=0.142 | Price/Book=0.287 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,773 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=14,984,416 | LGD=0.54 | PD_prob=0.46 | RW_disc=1.50 | DPD=157 | Book=5,706,095.63 (provided) | Price_neto=1,372,257.62 | Price/EAD=0.092 | Price/Book=0.240 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,785 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=399,312 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.00 | DPD=160 | Book=253,043.85 (provided) | Price_neto=90,699.60 | Price/EAD=0.227 | Price/Book=0.358 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,793 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=5,832,792 | LGD=0.40 | PD_prob=0.42 | RW_disc=1.50 | DPD=209 | Book=2,104,194.89 (provided) | Price_neto=764,544.04 | Price/EAD=0.131 | Price/Book=0.363 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,807 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=32,730,412 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.50 | DPD=156 | Book=14,766,725.17 (provided) | Price_neto=4,417,431.43 | Price/EAD=0.135 | Price/Book=0.299 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,814 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=2,289,787 | LGD=0.41 | PD_prob=0.47 | RW_disc=1.50 | DPD=292 | Book=1,137,869.12 (provided) | Price_neto=312,293.15 | Price/EAD=0.136 | Price/Book=0.274 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,834 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=4,685,237 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=139 | Book=2,224,483.96 (provided) | Price_neto=630,784.06 | Price/EAD=0.135 | Price/Book=0.284 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,845 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=541,972 | LGD=0.44 | PD_prob=0.48 | RW_disc=1.50 | DPD=303 | Book=265,740.58 (provided) | Price_neto=67,967.80 | Price/EAD=0.125 | Price/Book=0.256 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,850 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=49,325 | LGD=0.40 | PD_prob=0.51 | RW_disc=1.50 | DPD=577 | Book=21,619.40 (provided) | Price_neto=6,472.99 | Price/EAD=0.131 | Price/Book=0.299 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,862 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=6,015,692 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=178 | Book=3,340,192.28 (provided) | Price_neto=952,826.70 | Price/EAD=0.158 | Price/Book=0.285 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,872 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=337,257 | LGD=0.52 | PD_prob=0.43 | RW_disc=1.00 | DPD=191 | Book=188,731.52 (provided) | Price_neto=56,192.59 | Price/EAD=0.167 | Price/Book=0.298 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,882 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=11,138,222 | LGD=0.43 | PD_prob=0.48 | RW_disc=1.50 | DPD=317 | Book=4,909,775.84 (provided) | Price_neto=1,249,121.15 | Price/EAD=0.112 | Price/Book=0.254 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,899 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=2,747,861 | LGD=0.39 | PD_prob=0.45 | RW_disc=1.50 | DPD=373 | Book=1,341,743.02 (provided) | Price_neto=413,320.43 | Price/EAD=0.150 | Price/Book=0.308 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,903 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=4,877,965 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=177 | Book=2,130,811.24 (provided) | Price_neto=646,343.47 | Price/EAD=0.133 | Price/Book=0.303 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,909 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=1,127,432 | LGD=0.39 | PD_prob=0.40 | RW_disc=1.00 | DPD=192 | Book=673,450.46 (provided) | Price_neto=254,265.98 | Price/EAD=0.226 | Price/Book=0.378 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,945 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=16,196,861 | LGD=0.39 | PD_prob=0.48 | RW_disc=1.50 | DPD=422 | Book=5,095,708.66 (provided) | Price_neto=2,003,511.89 | Price/EAD=0.124 | Price/Book=0.393 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,950 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=11,689,404 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.50 | DPD=104 | Book=6,876,647.23 (provided) | Price_neto=1,951,839.52 | Price/EAD=0.167 | Price/Book=0.284 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,955 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=2,678,027 | LGD=0.52 | PD_prob=0.45 | RW_disc=1.50 | DPD=116 | Book=1,057,420.51 (provided) | Price_neto=260,647.14 | Price/EAD=0.097 | Price/Book=0.246 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,970 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=654,897 | LGD=0.41 | PD_prob=0.45 | RW_disc=1.00 | DPD=298 | Book=348,307.10 (provided) | Price_neto=135,399.88 | Price/EAD=0.207 | Price/Book=0.389 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,974 | INFO     | 🪙 Simulación precio NPL → seg=OTHER | EAD=3,762,687 | LGD=0.40 | PD_prob=0.49 | RW_disc=1.50 | DPD=595 | Book=1,792,913.25 (provided) | Price_neto=480,125.70 | Price/EAD=0.128 | Price/Book=0.268 | fire_sale=True (thr=0.85)
2026-01-18 14:11:15,982 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=1,527,984 | LGD=0.54 | PD_prob=0.49 | RW_disc=1.50 | DPD=350 | Book=627,503.30 (provided) | Price_neto=130,444.93 | Price/EAD=0.085 | Price/Book=0.208 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,004 | INFO     | 🪙 Simulación precio NPL → seg=OTHER | EAD=10,573,692 | LGD=0.41 | PD_prob=0.48 | RW_disc=1.50 | DPD=357 | Book=5,582,192.53 (provided) | Price_neto=1,341,208.55 | Price/EAD=0.127 | Price/Book=0.240 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,008 | INFO     | 🪙 Simulación precio NPL → seg=OTHER | EAD=8,945,954 | LGD=0.59 | PD_prob=0.45 | RW_disc=1.50 | DPD=106 | Book=4,460,174.58 (provided) | Price_neto=793,726.21 | Price/EAD=0.089 | Price/Book=0.178 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,026 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=11,108,197 | LGD=0.54 | PD_prob=0.43 | RW_disc=1.50 | DPD=113 | Book=5,758,913.20 (provided) | Price_neto=1,310,599.34 | Price/EAD=0.118 | Price/Book=0.228 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,051 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=4,538,224 | LGD=0.40 | PD_prob=0.42 | RW_disc=1.50 | DPD=181 | Book=2,175,978.06 (provided) | Price_neto=577,765.12 | Price/EAD=0.127 | Price/Book=0.266 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,064 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=578,955 | LGD=0.40 | PD_prob=0.45 | RW_disc=1.50 | DPD=290 | Book=221,520.65 (provided) | Price_neto=69,639.31 | Price/EAD=0.120 | Price/Book=0.314 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,074 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=644,888 | LGD=0.61 | PD_prob=0.45 | RW_disc=1.50 | DPD=91 | Book=308,866.73 (provided) | Price_neto=59,291.57 | Price/EAD=0.092 | Price/Book=0.192 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,080 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=8,111,149 | LGD=0.48 | PD_prob=0.43 | RW_disc=1.50 | DPD=137 | Book=4,396,114.91 (provided) | Price_neto=1,063,344.89 | Price/EAD=0.131 | Price/Book=0.242 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,105 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=20,992,057 | LGD=0.60 | PD_prob=0.46 | RW_disc=1.50 | DPD=235 | Book=7,212,791.69 (provided) | Price_neto=1,603,741.36 | Price/EAD=0.076 | Price/Book=0.222 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,116 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=170,801 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.50 | DPD=116 | Book=96,647.64 (provided) | Price_neto=26,894.93 | Price/EAD=0.157 | Price/Book=0.278 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,123 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=4,099,596 | LGD=0.53 | PD_prob=0.43 | RW_disc=1.50 | DPD=129 | Book=1,992,022.49 (provided) | Price_neto=480,648.23 | Price/EAD=0.117 | Price/Book=0.241 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,138 | INFO     | 🪙 Simulación precio NPL → seg=MORTGAGE | EAD=91,222 | LGD=0.40 | PD_prob=0.52 | RW_disc=1.00 | DPD=509 | Book=44,662.23 (provided) | Price_neto=17,862.77 | Price/EAD=0.196 | Price/Book=0.400 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,143 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=9,321,580 | LGD=0.40 | PD_prob=0.37 | RW_disc=1.50 | DPD=98 | Book=5,095,177.07 (provided) | Price_neto=1,562,746.79 | Price/EAD=0.168 | Price/Book=0.307 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,149 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=8,926,785 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=90 | Book=5,080,979.37 (provided) | Price_neto=1,439,474.75 | Price/EAD=0.161 | Price/Book=0.283 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,156 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=1,693,257 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=162 | Book=882,642.60 (provided) | Price_neto=249,100.33 | Price/EAD=0.147 | Price/Book=0.282 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,160 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=14,949,927 | LGD=0.40 | PD_prob=0.35 | RW_disc=1.50 | DPD=116 | Book=8,190,325.44 (provided) | Price_neto=2,545,603.17 | Price/EAD=0.170 | Price/Book=0.311 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,164 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=3,350,214 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=128 | Book=2,099,191.25 (provided) | Price_neto=527,547.22 | Price/EAD=0.157 | Price/Book=0.251 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,169 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=1,314,192 | LGD=0.44 | PD_prob=0.48 | RW_disc=1.50 | DPD=354 | Book=635,218.70 (provided) | Price_neto=163,749.27 | Price/EAD=0.125 | Price/Book=0.258 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,184 | INFO     | 🪙 Simulación precio NPL → seg=OTHER | EAD=1,708,726 | LGD=0.41 | PD_prob=0.45 | RW_disc=1.50 | DPD=259 | Book=812,751.98 (provided) | Price_neto=229,900.00 | Price/EAD=0.135 | Price/Book=0.283 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,189 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=29,040,548 | LGD=0.40 | PD_prob=0.41 | RW_disc=1.50 | DPD=135 | Book=13,186,537.80 (provided) | Price_neto=3,810,553.67 | Price/EAD=0.131 | Price/Book=0.289 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,199 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=14,608,101 | LGD=0.40 | PD_prob=0.39 | RW_disc=1.50 | DPD=157 | Book=6,874,104.16 (provided) | Price_neto=1,950,928.91 | Price/EAD=0.134 | Price/Book=0.284 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,213 | INFO     | 🪙 Simulación precio NPL → seg=SME | EAD=111,020 | LGD=0.51 | PD_prob=0.43 | RW_disc=1.50 | DPD=178 | Book=49,839.35 (provided) | Price_neto=10,714.81 | Price/EAD=0.097 | Price/Book=0.215 | fire_sale=True (thr=0.85)
2026-01-18 14:11:16,220 | INFO     | 🪙 Simulación precio NPL → seg=CORPORATE | EAD=2,398,824 | LGD=0.64 | PD_prob=0.45 | RW_disc=1.50 | DPD=178 | Book=976,734.27 (provided) | Price_neto=204,047.82 | Price/EAD=0.085 | Price/Book=0.209 | fire_sale=True (thr=0.85)
