loan_id,rating,EAD,PD,LGD,RW,book_value,DPD,Accion_final,Reason_Code,Convergencia_Caso,Accion_micro,Accion_macro,Macro_Assignment,EVA_pre,EVA_post,capital_release_cf,capital_release_realized,plazo_optimo,tasa_nueva,quita,acceptance_score,precio_optimo,recovery_sale,pnl_realized,sale_insulting_flag,sale_within_loss_cap,sale_meets_recovery_min,sale_executable,sale_loss_pct,sale_mandate,sale_mandate_reason,valor_referencia,recovery_rate,case_status,next_step,next_step_reason,review_due_days,required_data_flags,override_reason
L000065,BB,2234022,0.410000,0.400000,1.500000,1102911.442583,148,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-375315.696000,0.000000,351858.465000,351858.465000,,,,43.333333,276785.791860,0.123896,-826125.650723,False,True,True,True,0.876104,False,,1102911.442583,0.123896,NORMAL,,,,,
L000066,B,2152416,0.430000,0.419613,1.500000,1090115.385763,175,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-336243.423518,0.000000,339005.520000,339005.520000,,,,43.333333,245379.345513,0.114002,-844736.040250,False,True,True,True,0.885998,False,,1090115.385763,0.114002,NORMAL,,,,,
L000067,AA,3569090,0.460000,0.400000,1.500000,1467122.554166,535,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-585330.760000,0.000000,562131.675000,562131.675000,,,,43.856109,525308.226417,0.147183,-941814.327748,False,True,True,True,0.852817,True,"TIER2_CAPITAL_PRESSURE(score=3.62|AGE=18m,RECOVERY=14.7%)",1467122.554166,0.147183,NORMAL,,,,,
L000068,BBB,10257093,0.390000,0.400000,1.500000,5920490.273794,113,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1907819.298000,0.000000,1615492.147500,1615492.147500,,,,47.195434,1674365.178633,0.163240,-4246125.095160,False,True,True,True,0.836760,False,,5920490.273794,0.163240,NORMAL,,,,,
L000069,BB,6015692,0.410000,0.400000,1.500000,3340192.279906,178,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1040714.716000,0.000000,947471.490000,947471.490000,,,,50.441625,926839.810048,0.154070,-2413352.469858,False,True,True,True,0.845930,False,,3340192.279906,0.154070,NORMAL,,,,,
L000070,BBB,22483791,0.390000,0.400000,1.500000,10253593.162422,161,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-4181985.126000,0.000000,3541197.082500,3541197.082500,,,,47.711703,2997760.728826,0.133330,-7255832.433596,False,True,True,True,0.866670,False,,10253593.162422,0.133330,NORMAL,,,,,
L000071,B,14320571,0.480000,0.426576,1.500000,6312568.874304,317,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-2196463.158326,0.000000,2255489.932500,2255489.932500,,,,43.333333,1606012.895632,0.112147,-4706555.978673,False,True,True,True,0.887853,True,"TIER2_CAPITAL_PRESSURE(score=3.20|AGE=11m,RECOVERY=11.2%)",6312568.874304,0.112147,NORMAL,,,,,
L000072,BB,4118025,0.460000,0.400000,1.500000,2010775.404853,313,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-650647.950000,0.000000,648588.937500,648588.937500,,,,46.178286,541224.506852,0.131428,-1469550.898001,False,True,True,True,0.868572,True,"TIER2_CAPITAL_PRESSURE(score=3.14|AGE=10m,RECOVERY=13.1%)",2010775.404853,0.131428,NORMAL,,,,,
L000073,B,6503953,0.430000,0.531912,1.500000,2497902.347090,177,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1205579.416778,0.000000,1024372.597500,1024372.597500,,,,43.510201,629002.115018,0.096711,-1868900.232073,False,True,True,True,0.903289,False,,2497902.347090,0.096711,NORMAL,,,,,
L000074,B,75162126,0.430000,0.422770,1.500000,32937789.286761,132,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,GUARDRAIL_OVERRIDE,VENDER,REESTRUCTURAR,REESTRUCTURAR,-12544228.558885,0.000000,11838034.845000,11838034.845000,,,,43.725341,9139294.047969,0.121594,-23798495.238792,False,True,True,True,0.878406,False,,32937789.286761,0.121594,NORMAL,,,,,
L000075,BB,2688866,0.510000,0.406842,1.500000,838587.094285,362,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-416088.114959,0.000000,423496.395000,423496.395000,,,,43.333333,316057.280019,0.117543,-522529.814266,False,True,True,True,0.882457,True,"TIER2_CAPITAL_PRESSURE(score=3.30|AGE=12m,RECOVERY=11.8%)",838587.094285,0.117543,NORMAL,,,,,
L000076,CCC,3789337,0.450000,0.584579,1.500000,1949419.316276,104,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-653775.662058,0.000000,596820.577500,596820.577500,,,,43.333333,382756.638079,0.101009,-1566662.678197,False,True,True,True,0.898991,False,,1949419.316276,0.101009,NORMAL,,,,,
L000077,BB,571007,0.410000,0.400000,1.500000,252368.661252,116,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-95929.176000,0.000000,89933.602500,89933.602500,,,,44.095518,71903.985440,0.125925,-180464.675812,False,True,True,True,0.874075,False,,252368.661252,0.125925,NORMAL,,,,,
L000078,B,3822984,0.480000,0.428091,1.500000,1416850.002187,268,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-568638.046772,0.000000,602119.980000,602119.980000,,,,49.783930,410582.801209,0.107399,-1006267.200978,False,True,True,True,0.892601,True,"TIER2_CAPITAL_PRESSURE(score=3.10|AGE=9m,RECOVERY=10.7%)",1416850.002187,0.107399,NORMAL,,,,,
L000079,BBB,118241,0.490000,0.400000,1.500000,56341.613197,595,VENDER,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,MACRO_NOT_APPLIED,REESTRUCTURAR,REESTRUCTURAR,NO_ASIGNADO,-17854.391000,23223.004699,18622.957500,18622.957500,240.000000,0.190000,0.000000,18.381926,15925.975672,0.134691,-40415.637525,False,True,True,True,0.865309,True,"TIER1_SEVERE(score=3.80|AGE=20m,RECOVERY=13.5%)",56341.613197,0.134691,NORMAL,,,,,
L000080,BB,5729939,0.460000,0.400000,1.500000,2612133.320629,290,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-905330.362000,0.000000,902465.392500,902465.392500,,,,43.333333,667972.261945,0.116576,-1944161.058684,False,True,True,True,0.883424,True,"TIER2_CAPITAL_PRESSURE(score=3.13|AGE=10m,RECOVERY=11.7%)",2612133.320629,0.116576,NORMAL,,,,,
L000081,BB,9056626,0.460000,0.400000,1.500000,4781284.530764,267,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1476230.038000,0.000000,1426418.595000,1426418.595000,,,,43.333333,1335988.161228,0.147515,-3445296.369536,False,True,True,True,0.852485,False,,4781284.530764,0.147515,NORMAL,,,,,
L000082,A,404102,0.370000,0.400000,1.500000,232837.937383,106,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-69909.646000,0.000000,63646.065000,63646.065000,,,,51.696533,64018.796330,0.158422,-168819.141053,False,True,True,True,0.841578,False,,232837.937383,0.158422,NORMAL,,,,,
L000083,BBB,26005958,0.390000,0.400000,1.500000,14902090.426927,113,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-4837108.188000,0.000000,4095938.385000,4095938.385000,,,,51.251675,4245205.782204,0.163240,-10656884.644723,False,True,True,True,0.836760,False,,14902090.426927,0.163240,NORMAL,,,,,
L000084,CCC,20135791,0.450000,0.518985,1.500000,8696327.169617,91,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3277533.468240,0.000000,3171387.082500,3171387.082500,,,,43.704051,1987330.821342,0.098696,-6708996.348275,False,True,True,True,0.901304,False,,8696327.169617,0.098696,NORMAL,,,,,
L000085,BB,23018800,0.460000,0.400000,1.500000,8807488.724757,260,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3867158.400000,0.000000,3625461.000000,3625461.000000,,,,43.642491,2844414.291585,0.123569,-5963074.433172,False,True,True,True,0.876431,True,"TIER2_CAPITAL_PRESSURE(score=3.03|AGE=9m,RECOVERY=12.4%)",8807488.724757,0.123569,NORMAL,,,,,
L000086,BBB,191078,0.390000,0.400000,1.500000,107227.808310,91,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-32674.338000,0.000000,30094.785000,30094.785000,,,,43.723307,30069.453449,0.157367,-77158.354861,False,True,True,True,0.842633,False,,107227.808310,0.157367,NORMAL,,,,,
L000087,BBB,10138937,0.390000,0.400000,1.500000,5866546.696063,107,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1835147.597000,0.000000,1596882.577500,1596882.577500,,,,44.354840,1661172.277488,0.163841,-4205374.418574,False,True,True,True,0.836159,False,,5866546.696063,0.163841,NORMAL,,,,,
L000088,BBB,26989788,0.390000,0.400000,1.500000,11578252.394700,175,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-5020100.568000,0.000000,4250891.610000,4250891.610000,,,,48.661315,3578883.151110,0.132601,-7999369.243589,False,True,True,True,0.867399,False,,11578252.394700,0.132601,NORMAL,,,,,
L000089,AA,2498006,0.360000,0.400000,1.500000,1413495.187762,116,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-459633.104000,0.000000,393435.945000,393435.945000,,,,54.490800,419683.719174,0.168007,-993811.468588,False,True,True,True,0.831993,False,,1413495.187762,0.168007,NORMAL,,,,,
L000090,CCC,17973136,0.450000,0.637887,1.500000,8014347.570669,99,MANTENER,RC15_VOLUME_CAP_VOLUNTARY_SELL,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3406350.303997,0.000000,2830768.920000,0.000000,,,,43.840801,1587805.811485,0.088343,0.000000,False,True,True,True,0.911657,False,,8014347.570669,0.088343,HOLD_VOLUME_CAP,ALT_DISPOSAL_OR_WAIT,"SELL_VOLUME_CAP_EXCEEDED(voluntary=367>350, mandates=125 EXEMPT)",90.000000,,VOLUME_CAP_VOLUNTARY_SELL_DOWNGRADED_TO_MAINTAIN
L000091,BBB,276040,0.490000,0.400000,1.500000,93742.999675,479,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-43062.240000,0.000000,43476.300000,43476.300000,,,,43.333333,31507.920337,0.114143,-62235.079338,False,True,True,True,0.885857,True,"TIER2_CAPITAL_PRESSURE(score=3.59|AGE=16m,RECOVERY=11.4%)",93742.999675,0.114143,NORMAL,,,,,
L000092,BBB,7250118,0.390000,0.400000,1.500000,3962915.619245,98,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1312271.358000,0.000000,1141893.585000,1141893.585000,,,,52.144137,1194947.324238,0.164818,-2767968.295007,False,True,True,True,0.835182,False,,3962915.619245,0.164818,NORMAL,,,,,
L000093,BB,1994237,0.410000,0.400000,1.500000,1135086.937985,90,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-345003.001000,0.000000,314092.327500,314092.327500,,,,43.773250,321577.566824,0.161253,-813509.371161,False,True,True,True,0.838747,False,,1135086.937985,0.161253,NORMAL,,,,,
L000094,AAA,19213502,0.350000,0.400000,1.500000,8094055.239985,132,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3535284.368000,0.000000,3026126.565000,3026126.565000,,,,54.638963,2712312.523624,0.141167,-5381742.716361,False,True,True,True,0.858833,False,,8094055.239985,0.141167,NORMAL,,,,,
L000095,BBB,1809718,0.390000,0.400000,1.500000,991454.966233,116,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-318510.368000,0.000000,285030.585000,285030.585000,,,,46.251746,280153.172553,0.154805,-711301.793680,False,True,True,True,0.845195,False,,991454.966233,0.154805,NORMAL,,,,,
L000096,B,585799,0.430000,0.437628,1.500000,358235.451652,128,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-96709.560282,0.000000,92263.342500,92263.342500,,,,44.011229,83155.826722,0.141953,-275079.624930,False,True,True,True,0.858047,False,,358235.451652,0.141953,NORMAL,,,,,
L000097,BB,19600797,0.460000,0.400000,1.500000,9750615.642678,354,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3292933.896000,0.000000,3087125.527500,3087125.527500,,,,45.871436,2840198.135565,0.144902,-6910417.507113,False,True,True,True,0.855098,True,"TIER2_CAPITAL_PRESSURE(score=3.19|AGE=12m,RECOVERY=14.5%)",9750615.642678,0.144902,NORMAL,,,,,
L000098,CCC,5829175,0.500000,0.631814,1.500000,2232122.125472,199,MANTENER,RC15_VOLUME_CAP_VOLUNTARY_SELL,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1072296.605818,0.000000,918095.062500,0.000000,,,,43.333333,491221.812733,0.084270,0.000000,False,True,True,True,0.915730,False,,2232122.125472,0.084270,HOLD_VOLUME_CAP,ALT_DISPOSAL_OR_WAIT,"SELL_VOLUME_CAP_EXCEEDED(voluntary=367>350, mandates=125 EXEMPT)",90.000000,,VOLUME_CAP_VOLUNTARY_SELL_DOWNGRADED_TO_MAINTAIN
L000099,BB,435608,0.410000,0.400000,1.000000,263139.167086,135,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-57935.864000,0.000000,45738.840000,45738.840000,,,,51.666664,95690.985618,0.219672,-167448.181468,False,True,True,True,0.780328,False,,263139.167086,0.219672,NORMAL,,,,,
L000100,BB,769531,0.410000,0.400000,1.000000,477546.275938,157,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-102347.623000,0.000000,80800.755000,80800.755000,,,,44.171829,167361.850038,0.217486,-310184.425901,False,True,True,True,0.782514,False,,477546.275938,0.217486,NORMAL,,,,,
L000101,B,1973713,0.430000,0.410106,1.500000,1111418.775254,125,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-304292.901727,0.000000,310859.797500,310859.797500,,,,49.704982,279634.046587,0.141679,-831784.728666,False,True,True,True,0.858321,False,,1111418.775254,0.141679,NORMAL,,,,,
L000102,CCC,5162450,0.550000,0.640004,1.500000,1302019.691003,694,MANTENER,RC02_SELL_BLOCKED_FIRE_SALE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-913758.878296,0.000000,813085.875000,0.000000,,,,43.333333,323111.034420,0.062589,0.000000,False,True,True,True,0.937411,True,"TIER1_SEVERE(score=4.25|AGE=23m,RECOVERY=6.3%)",1302019.691003,0.062589,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,FIRESALE_BLOCKED_AND_RESTRUCTURE_NOT_VIABLE,30.000000,viability_assessment,FIRESALE_BLOCKED_RESTRUCTURE_NOT_VIABLE_FALLBACK_MAINTAIN
L000103,B,448055,0.430000,0.488128,1.000000,258123.835550,172,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-60911.991802,0.000000,47045.775000,47045.775000,,,,50.657139,79478.045104,0.177385,-178645.790446,False,True,True,True,0.822615,False,,258123.835550,0.177385,NORMAL,,,,,
L000104,CCC,449412,0.450000,0.585735,1.500000,226967.468347,152,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-73159.995300,0.000000,70782.390000,70782.390000,,,,43.333333,41928.038634,0.093295,-185039.429713,False,True,True,True,0.906705,False,,226967.468347,0.093295,NORMAL,,,,,
L000105,B,634129,0.480000,0.508526,1.500000,257465.684122,214,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-103392.275778,0.000000,99875.317500,99875.317500,,,,43.333333,59379.383556,0.093639,-198086.300566,False,True,True,True,0.906361,False,,257465.684122,0.093639,NORMAL,,,,,
L000106,B,2230794,0.480000,0.503506,1.500000,725673.537721,279,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-383343.110207,0.000000,351350.055000,351350.055000,,,,43.333333,218376.749577,0.097892,-507296.788144,False,True,True,True,0.902108,True,"TIER2_CAPITAL_PRESSURE(score=3.16|AGE=9m,RECOVERY=9.8%)",725673.537721,0.097892,NORMAL,,,,,
L000107,A,3645623,0.370000,0.400000,1.500000,2089204.108936,155,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-667149.009000,0.000000,574185.622500,574185.622500,,,,55.868490,592715.331772,0.162583,-1496488.777164,False,True,True,True,0.837417,False,,2089204.108936,0.162583,NORMAL,,,,,
L000108,B,8023805,0.430000,0.435226,1.500000,4625395.057235,172,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1360625.461556,0.000000,1263749.287500,1263749.287500,,,,43.333333,1121712.882016,0.139798,-3503682.175218,False,True,True,True,0.860202,False,,4625395.057235,0.139798,NORMAL,,,,,
L000109,BBB,354118,0.440000,0.400000,1.000000,196143.157744,283,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-46389.458000,0.000000,37182.390000,37182.390000,,,,43.333333,74913.577290,0.211550,-121229.580454,False,True,True,True,0.788450,False,,196143.157744,0.211550,NORMAL,,,,,
L000110,BB,3016859,0.410000,0.400000,1.500000,1318159.291689,147,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-521916.607000,0.000000,475155.292500,475155.292500,,,,45.192985,393625.039783,0.130475,-924534.251907,False,True,True,True,0.869525,False,,1318159.291689,0.130475,NORMAL,,,,,
L000111,BB,18994081,0.410000,0.400000,1.500000,9081791.112646,143,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-3380946.418000,0.000000,2991567.757500,2991567.757500,,,,43.333333,2482790.900673,0.130714,-6599000.211973,False,True,True,True,0.869286,False,,9081791.112646,0.130714,NORMAL,,,,,
L000112,CCC,2656505,0.450000,0.534005,1.500000,1380355.373908,118,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-428098.648453,0.000000,418399.537500,418399.537500,,,,45.981124,298448.807523,0.112346,-1081906.566385,False,True,True,True,0.887654,False,,1380355.373908,0.112346,NORMAL,,,,,
L000113,CCC,2872325,0.500000,0.656126,1.500000,851516.191187,232,MANTENER,RC02_SELL_BLOCKED_FIRE_SALE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-517108.619514,0.000000,452391.187500,0.000000,,,,43.333333,177815.257097,0.061906,0.000000,False,True,True,True,0.938094,True,"TIER2_CAPITAL_PRESSURE(score=3.15|AGE=8m,RECOVERY=6.2%)",851516.191187,0.061906,HOLD_NO_EXECUTABLE_ACTION,WORKOUT_REVIEW,FIRESALE_BLOCKED_AND_RESTRUCTURE_NOT_VIABLE,30.000000,viability_assessment,FIRESALE_BLOCKED_RESTRUCTURE_NOT_VIABLE_FALLBACK_MAINTAIN
L000114,BBB,22787144,0.440000,0.400000,1.500000,9183422.521727,274,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-4010537.344000,0.000000,3588975.180000,3588975.180000,,,,43.333333,2885394.211327,0.126624,-6298028.310400,False,True,True,True,0.873376,True,"TIER2_CAPITAL_PRESSURE(score=3.06|AGE=9m,RECOVERY=12.7%)",9183422.521727,0.126624,NORMAL,,,,,
L000115,B,12779854,0.430000,0.479132,1.500000,5743270.424988,136,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-2159965.581803,0.000000,2012827.005000,2012827.005000,,,,43.333333,1259498.955277,0.098553,-4483771.469711,False,True,True,True,0.901447,False,,5743270.424988,0.098553,NORMAL,,,,,
L000116,B,412819,0.430000,0.542500,1.500000,159516.394960,111,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-73332.158685,0.000000,65018.992500,65018.992500,,,,47.368007,38236.698514,0.092623,-121279.696446,False,True,True,True,0.907377,False,,159516.394960,0.092623,NORMAL,,,,,
L000117,BBB,532989,0.390000,0.400000,1.500000,250085.800547,163,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-91141.119000,0.000000,83945.767500,83945.767500,,,,54.160404,67455.323311,0.126560,-182630.477236,False,True,True,True,0.873440,False,,250085.800547,0.126560,NORMAL,,,,,
L000118,A,3528949,0.420000,0.400000,1.500000,1352797.182853,194,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-610508.177000,0.000000,555809.467500,555809.467500,,,,45.672356,464808.001610,0.131713,-887989.181243,False,True,True,True,0.868287,False,,1352797.182853,0.131713,NORMAL,,,,,
L000119,AA,426307,0.410000,0.400000,1.500000,204426.238890,347,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-72045.883000,0.000000,67143.352500,67143.352500,,,,45.047662,62297.434197,0.146133,-142128.804693,False,True,True,True,0.853867,True,"TIER2_CAPITAL_PRESSURE(score=3.17|AGE=12m,RECOVERY=14.6%)",204426.238890,0.146133,NORMAL,,,,,
L000120,B,1641893,0.430000,0.460356,1.500000,724250.147652,108,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-270873.696452,0.000000,258598.147500,258598.147500,,,,43.333333,179714.963500,0.109456,-544535.184152,False,True,True,True,0.890544,False,,724250.147652,0.109456,NORMAL,,,,,
L000121,BB,3325604,0.410000,0.400000,1.500000,1451212.171051,123,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-558701.472000,0.000000,523782.630000,523782.630000,,,,45.384879,417134.324332,0.125431,-1034077.846719,False,True,True,True,0.874569,False,,1451212.171051,0.125431,NORMAL,,,,,
L000122,CCC,7302860,0.450000,0.599908,1.500000,2870357.622833,131,MANTENER,RC15_VOLUME_CAP_VOLUNTARY_SELL,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1321666.235931,0.000000,1150200.450000,0.000000,,,,44.889484,584966.348635,0.080101,0.000000,False,True,True,True,0.919899,False,,2870357.622833,0.080101,HOLD_VOLUME_CAP,ALT_DISPOSAL_OR_WAIT,"SELL_VOLUME_CAP_EXCEEDED(voluntary=367>350, mandates=125 EXEMPT)",90.000000,,VOLUME_CAP_VOLUNTARY_SELL_DOWNGRADED_TO_MAINTAIN
L000123,BB,12229947,0.410000,0.400000,1.500000,5608876.962188,102,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-2115780.831000,0.000000,1926216.652500,1926216.652500,,,,54.062868,1635227.318118,0.133707,-3973649.644071,False,True,True,True,0.866293,False,,5608876.962188,0.133707,NORMAL,,,,,
L000124,CCC,6077550,0.550000,0.619099,1.500000,1727060.212217,684,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1071182.461241,0.000000,957214.125000,957214.125000,,,,43.333333,481745.731159,0.079266,-1245314.481058,False,True,True,True,0.920734,True,"TIER1_SEVERE(score=4.18|AGE=23m,RECOVERY=7.9%)",1727060.212217,0.079266,NORMAL,,,,,
L000125,BBB,3154944,0.440000,0.400000,1.500000,1447582.102783,277,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-539495.424000,0.000000,496903.680000,496903.680000,,,,46.405329,477385.424348,0.151313,-970196.678435,False,True,True,True,0.848687,False,,1447582.102783,0.151313,NORMAL,,,,,
L000126,B,4788016,0.480000,0.456967,1.500000,1761658.092979,358,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-769300.810920,0.000000,754112.520000,754112.520000,,,,43.333333,504621.357019,0.105393,-1257036.735959,False,True,True,True,0.894607,True,"TIER2_CAPITAL_PRESSURE(score=3.32|AGE=12m,RECOVERY=10.5%)",1761658.092979,0.105393,NORMAL,,,,,
L000127,A,10987415,0.470000,0.400000,1.500000,3641155.346705,423,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-1845885.720000,0.000000,1730517.862500,1730517.862500,,,,45.886493,1353511.618824,0.123187,-2287643.727881,False,True,True,True,0.876813,True,"TIER2_CAPITAL_PRESSURE(score=3.42|AGE=14m,RECOVERY=12.3%)",3641155.346705,0.123187,NORMAL,,,,,
L000128,BB,36515780,0.410000,0.400000,1.500000,17884896.068257,118,VENDER,RC06_MICRO_SELL_VALUE_NEGATIVE,MACRO_NOT_APPLIED,VENDER,VENDER,NO_ASIGNADO,-6499808.840000,0.000000,5751235.350000,5751235.350000,,,,50.642025,4834706.862083,0.132400,-13050189.206174,False,True,True,True,0.867600,False,,17884896.068257,0.132400,NORMAL,,,,,
