loan_id,segment,EAD,RW,Accion_micro,Accion_macro,Accion_final,Macro_Selected,Convergencia_Caso,Reason_Code,Decision_Governance,Fire_Sale,Price_to_EAD,fire_sale_threshold,PTI_pre,PTI_post,DSCR_pre,DSCR_post,precio_optimo,pnl,p5,p50,p95,capital_release_cf,capital_release_realized,pnl_realized,restructure_ok,sell_ok,guardrail_reasons,override_applied,override_from,override_to,pti_limit,dscr_limit,pti_headroom,dscr_headroom,rwa_before,rwa_after,capital_release_net,audit_pti_check,audit_dscr_check,audit_price_book_ratio,audit_capital_release,macro_action_used,macro_conflict,macro_applied,Macro_Rationales,Macro_Assignment,Missing_Viability_Inputs,restruct_viable,constraint_blocked,constraint_reason,constraint_metrics_json,plazo_optimo,tasa_nueva,quita,case_status,next_step,next_step_reason,review_due_days,required_data_flags,override_reason,Rationale_CIB,Macro_Evidence,FireSale_Enabled,FireSale_Triggered,FireSale_Triggers,Explanation_micro,Explanation_macro,Explanation_final,Accion,Explanation,EVA_pre,EVA_post,ΔEVA,RORWA_pre,RORWA_post,RWA_pre,RWA_post,capital_liberado,rating,PD,LGD,rate,DPD,secured,decision_financial,decision_override,decision_ppo,decision_final,final_rationale,base_state,risk_extremo,fire_sale,fire_sale_source,Sell_Blocked,Sell_Blocked_Reason,Score_keep,Score_restruct,Score_sell,bank_profile,bank_strategy,price_ratio_ead,book_value,book_value_source,price_ratio_book,fire_sale_threshold_book,pnl_book,EVA_gain,RORWA_gain,ok,msg,cured,Macro_Steps_Sold,Macro_Steps_Restruct,override_level,pnl_ratio_book,recommended_action,recommended_sale_price,recommended_sale_recovery,valor_referencia,recovery_sale,score_mandate,sale_mandate_tier,sale_mandate,sale_mandate_reason,sale_insulting_flag,sale_loss_pct,sale_within_loss_cap,recovery_rate,sale_meets_recovery_min,sale_executable,sale_reason_code,acceptance_score,restruct_executable,restructure_reason_code,action_before_executability,final_action_executability,execution_status,run_id,macro_selected,macro_action
L000094,Corporate,10549259,1.5,REESTRUCTURAR,REESTRUCTURAR,VENDER,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.1021906456156204,0.1,,,0.7390591172960392,1.399839003937518,1078035.587976394,-2246988.021669687,628852.5260646273,1099849.346804469,1517645.272263711,1661508.2925,1661508.2925,-2246988.021669687,,True,,False,NONE,NONE,,,,,15823888.5,0.0,730236.8883723813,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=6,354,255€, EVA_post=2,093,971€; DSCR=1.40, PTI=NA. PD=53.0%, LGD=46.0%, DPD=405.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=6,354,255€, EVA_post=2,093,971€; DSCR=1.40, PTI=NA. PD=53.0%, LGD=46.0%, DPD=405. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=6,354,255€, EVA_post=2,093,971€; DSCR=1.40, PTI=NA. PD=53.0%, LGD=46.0%, DPD=405. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-1612765.616849408,2093971.176070901,6354254.727754105,-0.001919677761215767,0.2180466685184047,15823888.5,8869251.467882084,730236.8883723813,B,0.53,0.4599227043087685,0.125,405,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1411483599131604,-1000000000000.0,balanceado,Banco balanceado,0.1021906456156204,3325023.609646081,provided,0.3242189273029376,0.2,-2246988.021669687,6354254.727754105,0.2526622388847911,1.0,OK (mejora significativa),1.0,,,NONE,-0.6757810726970623,REESTRUCTURAR,1078035.587976394,,3325023.609646081,0.1021906456156204,2.8611628639079325,TIER2_CAPITAL_PRESSURE,True,"TIER2_CAPITAL_PRESSURE(score=2.86|AGE=14m,RECOVERY=10.2%)",False,0.8978093543843796,True,0.1021906456156204,True,True,CAPITAL_MANDATE_EXECUTABLE,17.993560157500713,False,RESTRUCT_BLOCKED_LOW_ACCEPTANCE(18<25),REESTRUCTURAR,VENDER,MANDATE_EXECUTED,pc10_final_clean_baseline_20260221_123550,False,NONE
L000095,MidCap,3771116,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.09015542393309155,0.1,,,0.9729071869842192,2.261697532575282,339986.5616808645,-1394685.355509646,198321.8370795441,346860.5657578009,478621.2759833803,593950.77,261042.7911127503,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.1616975325752819,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=2,357,971€, EVA_post=748,386€; DSCR=2.26, PTI=NA. PD=45.0%, LGD=60.1%, DPD=145.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,SIM_FLAG;PX_BOOK;PNL_BOOK_RATIO;PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=2,357,971€, EVA_post=748,386€; DSCR=2.26, PTI=NA. PD=45.0%, LGD=60.1%, DPD=145. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=2,357,971€, EVA_post=748,386€; DSCR=2.26, PTI=NA. PD=45.0%, LGD=60.1%, DPD=145. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-645648.2528293299,748385.6135995623,2357971.075531845,-0.0141392013804101,0.2180213368430078,5656674.0,3170552.179878569,261042.7911127503,CCC,0.45,0.600928009202734,0.12,145,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,True,SIM,True,FIRE_SALE(sim): Price/Book=0.20 < thr_book=0.20 (or flag),0.0,0.1471842455958091,-1000000000000.0,balanceado,Banco balanceado,0.09015542393309155,1734671.917190511,provided,0.19599473439998355,0.2,-1394685.355509646,2357971.075531845,0.2602944696001971,1.0,OK (mejora significativa),1.0,,,NONE,-0.8040052656000162,REESTRUCTURAR,339986.5616808645,,1734671.917190511,0.09015542393309155,2.382278650602459,NONE,False,,False,0.9098445760669084,False,0.09015542393309155,False,False,SALE_BLOCKED_LOSS_CAP,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000096,Corporate,4226993,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.08328589215510405,0.1,,,1.112084065140317,2.721396212906334,352048.8831383798,-1666321.628435116,205361.336795357,359172.4971620033,495610.0977182036,665751.3975000001,292599.339488379,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.6213962129063337,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=2,627,925€, EVA_post=838,886€; DSCR=2.72, PTI=NA. PD=45.0%, LGD=57.8%, DPD=163.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,SIM_FLAG;PX_BOOK;PNL_BOOK_RATIO;PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=2,627,925€, EVA_post=838,886€; DSCR=2.72, PTI=NA. PD=45.0%, LGD=57.8%, DPD=163. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=2,627,925€, EVA_post=838,886€; DSCR=2.72, PTI=NA. PD=45.0%, LGD=57.8%, DPD=163. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-722962.8978597341,838885.5498597273,2627924.866641006,-0.01402319929080145,0.2180255888238036,6340489.5,3553829.1239202,292599.339488379,CCC,0.45,0.5779324397164541,0.115,163,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,True,SIM,True,FIRE_SALE(sim): Price/Book=0.17 < thr_book=0.22 (or flag),0.0,0.1471289694639667,-1000000000000.0,balanceado,Banco balanceado,0.08328589215510407,2018370.511573496,provided,0.17442232787275858,0.22,-1666321.628435116,2627924.866641006,0.2591061250175216,1.0,OK (mejora significativa),1.0,,,NONE,-0.8255776721272413,REESTRUCTURAR,352048.8831383798,,2018370.511573496,0.08328589215510405,2.434689021644398,NONE,False,,True,0.9167141078448959,False,0.08328589215510405,False,False,SALE_BLOCKED_INSULTING_PRICE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000097,Large Corporate,16509817,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.13979045040950291,0.1,,,0.9693434378712942,2.348757477700863,2307914.754608468,-5559814.430925446,1346280.252307533,2354614.786049255,3249054.07129834,2600296.1775,1142836.420423221,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.2487574777008628,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=9,769,460€, EVA_post=3,277,251€; DSCR=2.35, PTI=NA. PD=43.0%, LGD=43.4%, DPD=177.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=9,769,460€, EVA_post=3,277,251€; DSCR=2.35, PTI=NA. PD=43.0%, LGD=43.4%, DPD=177. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=9,769,460€, EVA_post=3,277,251€; DSCR=2.35, PTI=NA. PD=43.0%, LGD=43.4%, DPD=177. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-2795969.878992003,3277251.137716162,9769460.169660378,-0.01290130710279842,0.2180517567601248,24764725.5,13880569.11501695,1142836.420423221,B,0.43,0.4341951658334774,0.08,177,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1465868331897718,-1000000000000.0,balanceado,Banco balanceado,0.1397904504095029,7867729.185533913,provided,0.29333937406640037,0.2,-5559814.430925446,9769460.169660378,0.2491295074895689,1.0,OK (mejora significativa),1.0,,,NONE,-0.7066606259335997,REESTRUCTURAR,2307914.754608468,,7867729.185533913,0.13979045040950291,2.3208338250282665,NONE,False,,False,0.8602095495904971,True,0.13979045040950291,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000098,Large Corporate,14199763,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.10483215459975127,0.1,,,1.009074256375217,2.527429015024701,1488591.750095828,-4539708.511265435,868343.0238921058,1518713.001928531,2095621.199393249,2236462.6725,982930.720417924,0.0,True,,,False,NONE,NONE,0.425,1.1,,1.427429015024701,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=8,899,758€, EVA_post=2,818,663€; DSCR=2.53, PTI=NA. PD=43.0%, LGD=49.7%, DPD=154.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_BOOK_RATIO;PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=8,899,758€, EVA_post=2,818,663€; DSCR=2.53, PTI=NA. PD=43.0%, LGD=49.7%, DPD=154. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=8,899,758€, EVA_post=2,818,663€; DSCR=2.53, PTI=NA. PD=43.0%, LGD=49.7%, DPD=154. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-2597192.390770772,2818663.098034136,8899757.60641795,-0.02193595018784339,0.2180502917384774,21299644.5,11938399.54363882,982930.720417924,B,0.43,0.4972275594500702,0.08,154,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1510582424898684,-1000000000000.0,balanceado,Banco balanceado,0.1048321545997513,6028300.261361264,provided,0.24693390932051645,0.22,-4539708.511265435,8899757.60641795,0.2608013716540087,1.0,OK (mejora significativa),1.0,,,NONE,-0.7530660906794835,REESTRUCTURAR,1488591.750095828,,6028300.261361264,0.10483215459975127,2.3632050947342944,NONE,False,,False,0.8951678454002487,True,0.10483215459975127,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000099,Mortgage,179743,1.0,MANTENER,MANTENER,MANTENER,False,MACRO_NOT_APPLIED,RC05_KEEP_ACCEPTABLE_ECONOMICS,Micro-led,False,0.22033890898346734,0.1,0.3312076950600139,0.3312076950600139,,,39604.37651741537,-64708.28771877133,23102.49540364582,40405.76037479697,55754.55527904472,18873.015,0.0,0.0,,,,False,NONE,NONE,,,,,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,False,False,,,,,,NORMAL,,,,,,"[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-23,906€, ΔEVA=0€. PD=41.0%, LGD=40.0%, DPD=129.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,False,,Micro=MANTENER. Evidence: [?],"Macro=MANTENER. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-23,906€, ΔEVA=0€. PD=41.0%, LGD=40.0%, DPD=129. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",MANTENER,"[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-23,906€, ΔEVA=0€. PD=41.0%, LGD=40.0%, DPD=129. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-23905.819,-23905.819,0.0,-0.033,,179743.0,,0.0,BB,0.41,0.4,0.055,129,True,MANTENER,,,MANTENER,Financial=MANTENER | Override=None | PPO=not_used | Final=MANTENER,MALO,False,False,SIM,False,,0.006,,-0.4960147797224118,balanceado,Banco balanceado,0.2203389089834673,104312.6642361867,provided,0.37966987812469627,0.2,-64708.28771877133,,,,,,,,NONE,-0.6203301218753038,MANTENER,39604.37651741537,,104312.6642361867,0.22033890898346734,2.025498567668101,NONE,False,,False,0.7796610910165327,True,0.22033890898346734,True,True,VOLUNTARY_SALE_ACCEPTABLE,46.152179074331244,False,RESTRUCT_NOT_VIABLE_MISSING_DATA_OR_GATES,MANTENER,MANTENER,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000100,Mortgage,589225,1.0,MANTENER,MANTENER,MANTENER,False,MACRO_NOT_APPLIED,RC05_KEEP_ACCEPTABLE_ECONOMICS,Micro-led,True,0.20415232891261045,0.1,0.3542771861899635,0.3542771861899635,,,120291.6560035329,-274455.5862844673,70169.95782515417,122725.7251589088,169345.1172323745,61868.62500000001,0.0,0.0,,,,False,NONE,NONE,,,,,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,False,False,,,,,,NORMAL,,,,,,"[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-71,432€, ΔEVA=0€. PD=43.0%, LGD=42.0%, DPD=137.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=MANTENER. Evidence: [?],"Macro=MANTENER. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-71,432€, ΔEVA=0€. PD=43.0%, LGD=42.0%, DPD=137. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",MANTENER,"[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-71,432€, ΔEVA=0€. PD=43.0%, LGD=42.0%, DPD=137. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-71431.60192215226,-71431.60192215226,0.0,-0.02122975420620689,,589225.0,,0.0,B,0.43,0.4196732753777065,0.07500000000000001,137,True,MANTENER,,,MANTENER,Financial=MANTENER | Override=None | PPO=not_used | Final=MANTENER,MALO,False,False,SIM,False,,0.0,,-2.359623177781812,balanceado,Banco balanceado,0.2041523289126104,394747.2422880002,provided,0.3047308330928639,0.2,-274455.5862844673,,,,,,,,NONE,-0.6952691669071361,MANTENER,120291.6560035329,,394747.2422880002,0.20415232891261045,2.0816257029994523,NONE,False,,False,0.7958476710873895,True,0.20415232891261045,True,True,VOLUNTARY_SALE_ACCEPTABLE,43.333333333333336,False,RESTRUCT_NOT_VIABLE_MISSING_DATA_OR_GATES,MANTENER,MANTENER,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000101,MidCap,2579948,1.5,REESTRUCTURAR,REESTRUCTURAR,VENDER,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.13318607516158404,0.1,,,1.277760953027854,1.540221610762056,343613.1482409784,-834294.2750850946,200440.5036998557,350566.0674483621,483734.3736438777,406341.8100000001,406341.8100000001,-834294.2750850946,,True,,False,NONE,NONE,,,,,3869922.0,0.0,178588.2022313177,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=1,520,797€, EVA_post=511,917€; DSCR=1.54, PTI=NA. PD=37.0%, LGD=40.0%, DPD=98.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=1,520,797€, EVA_post=511,917€; DSCR=1.54, PTI=NA. PD=37.0%, LGD=40.0%, DPD=98. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=1,520,797€, EVA_post=511,917€; DSCR=1.54, PTI=NA. PD=37.0%, LGD=40.0%, DPD=98. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-459230.744,511916.9431758905,1520796.764539517,-0.01866666666666666,0.2180031340887933,3869922.0,2169081.978749356,178588.2022313177,A,0.37,0.4,0.052,98,False,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1494161585725217,-1000000000000.0,balanceado,Banco balanceado,0.133186075161584,1177907.423326073,provided,0.2917149017286209,0.22,-834294.2750850946,1520796.764539517,0.2483519914254044,1.0,OK (mejora significativa),1.0,,,NONE,-0.7082850982713792,REESTRUCTURAR,343613.1482409784,,1177907.423326073,0.13318607516158404,2.182695497250249,NONE,False,,False,0.866813924838416,True,0.13318607516158404,True,True,VOLUNTARY_SALE_ACCEPTABLE,23.60886443048224,False,RESTRUCT_BLOCKED_LOW_ACCEPTANCE(24<25),REESTRUCTURAR,VENDER,FALLBACK_SALE,pc10_final_clean_baseline_20260221_123550,False,NONE
L000102,Corporate,6860739,1.5,REESTRUCTURAR,REESTRUCTURAR,REESTRUCTURAR,False,MACRO_NOT_APPLIED,RC03_MICRO_RESTRUCT_VALUE_UPLIFT,Micro-led,True,0.15534680032152542,0.1,,,0.9928298673138255,1.670218522042692,1065793.851491102,-2780889.12110347,621711.530908202,1087359.902089221,1500411.505857097,1080566.3925,474911.5268944523,0.0,True,,,False,NONE,NONE,0.425,1.1,,0.5702185220426919,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,True,False,,,240.0,0.19,0.0,NORMAL,,,,,,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,042,566€, EVA_post=1,361,732€; DSCR=1.67, PTI=NA. PD=41.0%, LGD=40.0%, DPD=157.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=REESTRUCTURAR. Evidence: [?],"Macro=REESTRUCTURAR. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,042,566€, EVA_post=1,361,732€; DSCR=1.67, PTI=NA. PD=41.0%, LGD=40.0%, DPD=157. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",REESTRUCTURAR,"[BALANCEADO] RESTRUCT supported by value uplift. ΔEVA=4,042,566€, EVA_post=1,361,732€; DSCR=1.67, PTI=NA. PD=41.0%, LGD=40.0%, DPD=157. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-1186907.847,1361732.381643977,4042566.391646903,-0.01533333333333333,0.2180390913970954,10291108.5,5768141.577195693,474911.5268944523,BB,0.41,0.4,0.065,157,True,REESTRUCTURAR,,,REESTRUCTURAR,Financial=REESTRUCTURAR | Override=None | PPO=not_used | Final=REESTRUCTURAR,MALO,False,False,SIM,False,,0.0,0.1477842971589062,-1000000000000.0,balanceado,Banco balanceado,0.1553468003215254,3846682.972594572,provided,0.27706828430735697,0.2,-2780889.12110347,4042566.391646903,0.2482891033371564,1.0,OK (mejora significativa),1.0,,,NONE,-0.722931715692643,REESTRUCTURAR,1065793.851491102,,3846682.972594572,0.15534680032152542,2.2427912373626877,NONE,False,,False,0.8446531996784746,True,0.15534680032152542,True,True,VOLUNTARY_SALE_ACCEPTABLE,26.999999999999996,True,RESTRUCT_EXECUTABLE_CLEAN_TERMS,REESTRUCTURAR,REESTRUCTURAR,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
L000103,Mortgage,459881,1.0,MANTENER,MANTENER,MANTENER,False,MACRO_NOT_APPLIED,RC05_KEEP_ACCEPTABLE_ECONOMICS,Micro-led,True,0.22045341024129958,0.1,0.3112618977535446,0.3112618977535446,,,101382.3347551791,-186957.9234069902,59139.54791492477,103433.7789045582,142724.8068137279,48287.505,0.0,0.0,,,,False,NONE,NONE,,,,,,,,,,,,,False,False,"Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",NO_ASIGNADO,False,False,False,,,,,,NORMAL,,,,,,"[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-61,164€, ΔEVA=0€. PD=41.0%, LGD=40.0%, DPD=128.","Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).",True,True,PNL_ABS,Micro=MANTENER. Evidence: [?],"Macro=MANTENER. Evidence: Macro not applied (n_steps=5, top_k=5) => macro_action defaults to micro action (no portfolio steering).","[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-61,164€, ΔEVA=0€. PD=41.0%, LGD=40.0%, DPD=128. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",MANTENER,"[BALANCEADO] KEEP: economics acceptable and alternatives not compelling. EVA_pre=-61,164€, ΔEVA=0€. PD=41.0%, LGD=40.0%, DPD=128. | Governance=Micro-led | Convergencia=MACRO_NOT_APPLIED",-61164.173,-61164.173,0.0,-0.03299999999999999,,459881.0,,0.0,BB,0.41,0.4,0.055,128,True,MANTENER,,,MANTENER,Financial=MANTENER | Override=None | PPO=not_used | Final=MANTENER,MALO,False,False,SIM,False,,0.0,,-1.578688208062135,balanceado,Banco balanceado,0.2204534102412996,288340.2581621693,provided,0.3516065893863468,0.2,-186957.9234069902,,,,,,,,NONE,-0.6483934106136531,MANTENER,101382.3347551791,,288340.2581621693,0.22045341024129958,2.023254728879244,NONE,False,,False,0.7795465897587004,True,0.22045341024129958,True,True,VOLUNTARY_SALE_ACCEPTABLE,49.144048670301636,False,RESTRUCT_NOT_VIABLE_MISSING_DATA_OR_GATES,MANTENER,MANTENER,NORMAL,pc10_final_clean_baseline_20260221_123550,False,NONE
